Date,Video Title,External Video ID,Video Length,Thumbnail link,Views,Video Likes Added,Video Dislikes Added,Video Likes Removed,User Subscriptions Added,User Subscriptions Removed,Average View Percentage,Average Watch Time,User Comments Added
24 Jun 2021,"Data Science Productivity, Motivation, and Organization (ft. Data Professor & Codebasics)",742LQ38OioU,3493,https://i.ytimg.com/vi/742LQ38OioU/hqdefault.jpg,1,0,0,0,0,0,0.002354136845118809,8.223,0
24 Jun 2021,The 5 Stages of Learning Data Science,hpMc6TgT34I,423,https://i.ytimg.com/vi/hpMc6TgT34I/hqdefault.jpg,12,4,0,0,0,0,0.4314925137903861,182.52133333333333,0
24 Jun 2021,A Quick Data Science Project Tip! #SHORTS,IoUWD1h6xUs,59,https://i.ytimg.com/vi/IoUWD1h6xUs/hqdefault.jpg,56,2,0,0,0,0,0.6063180992736078,35.77276785714286,0
24 Jun 2021,How To Learn Programming for Data Science [3 Steps],VN12ZPFsApM,486,https://i.ytimg.com/vi/VN12ZPFsApM/hqdefault.jpg,19,1,0,0,0,0,0.3585295646523717,174.24536842105263,0
24 Jun 2021,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,S_CuB__nsmI,4518,https://i.ytimg.com/vi/S_CuB__nsmI/hqdefault.jpg,2,0,0,0,0,0,0.002735170429393537,12.3575,0
24 Jun 2021,My Daily Battle With Time - Will I Win? [Vlog],ITAxTid_1YU,361,https://i.ytimg.com/vi/ITAxTid_1YU/hqdefault.jpg,4,2,0,0,0,0,0.8190713296398892,295.68475,0
24 Jun 2021,Reviewing Your Data Science Projects - Episode 19 (One Big Improvement),rLawTH--l2Y,917,https://i.ytimg.com/vi/rLawTH--l2Y/hqdefault.jpg,1,0,0,0,0,0,0.4245245365321701,389.289,0
24 Jun 2021,Building a Deep Learning BEAST (NVIDIA TITAN RTX + RYZEN 3900X),_rbrdNTpZGo,578,https://i.ytimg.com/vi/_rbrdNTpZGo/hqdefault.jpg,1,0,0,0,0,0,0.002984429065743945,1.725,0
24 Jun 2021,Applying Data Science To My YouTube Data: My Surprising Findings,LGEuDWjWQes,833,https://i.ytimg.com/vi/LGEuDWjWQes/hqdefault.jpg,2,0,0,0,0,0,0.21901800720288114,182.442,0
24 Jun 2021,Reviewing Your Data Science Projects - Episode 7 (Incredible Portfolio Website),txR8_jGi0Ls,904,https://i.ytimg.com/vi/txR8_jGi0Ls/hqdefault.jpg,8,0,0,0,0,0,0.3149788440265487,284.740875,0
24 Jun 2021,How I Balance Data Science and Content Creation (7 Secrets),uic34RTaI-w,815,https://i.ytimg.com/vi/uic34RTaI-w/hqdefault.jpg,5,0,0,0,0,0,0.35042920245398773,285.5998,0
24 Jun 2021,Critiquing MY OWN Data Science Resume,lsXWVPzwZPk,709,https://i.ytimg.com/vi/lsXWVPzwZPk/hqdefault.jpg,16,1,0,0,0,0,0.3281839739069111,232.6824375,0
24 Jun 2021,Where to Start Learning Data Science,AqPquogHwq0,268,https://i.ytimg.com/vi/AqPquogHwq0/hqdefault.jpg,9,1,0,0,0,0,0.5149821724709784,138.0152222222222,0
24 Jun 2021,Reviewing Your Data Science Projects - Episode 20 (Bootcamp Capstone),apf6A3Nstm8,1161,https://i.ytimg.com/vi/apf6A3Nstm8/hqdefault.jpg,2,0,0,0,0,0,0.11739190353143841,136.292,0
24 Jun 2021,Reviewing Your Data Science Projects - Episode 21(The Cleanest Portfolio),8Vxjp2KVHqs,934,https://i.ytimg.com/vi/8Vxjp2KVHqs/hqdefault.jpg,11,0,0,0,0,0,0.40395405878917656,377.29309090909095,0
24 Jun 2021,6 Lessons from #66DaysOfData,4039x4r-hGE,479,https://i.ytimg.com/vi/4039x4r-hGE/hqdefault.jpg,7,2,0,0,0,0,0.38542260662093647,184.61742857142855,0
24 Jun 2021,How I Would Learn Data Science in 2021 (What Has Changed?),41Clrh6nv1s,549,https://i.ytimg.com/vi/41Clrh6nv1s/hqdefault.jpg,256,10,0,0,10,0,0.37950860228825134,208.35022265625,0
24 Jun 2021,Data Science: Pros and Cons,T7BQJJIGrmc,442,https://i.ytimg.com/vi/T7BQJJIGrmc/hqdefault.jpg,2,0,0,0,0,0,0.4854072398190045,214.55,0
24 Jun 2021,What is Pandas? (Data & Data Science) #shorts,8Pi36Nj6P9A,59,https://i.ytimg.com/vi/8Pi36Nj6P9A/hqdefault.jpg,10,0,0,0,1,0,0.7403322033898305,43.6796,0
24 Jun 2021,Data Science Resume Round-Up With @Tina Huang  | Episode 3,1Ir1NgCuI0Y,2219,https://i.ytimg.com/vi/1Ir1NgCuI0Y/hqdefault.jpg,3,0,0,0,0,0,0.10814556106354213,239.975,0
24 Jun 2021,How to ULTRALEARN Data Science,a3VWq9smqhM,459,https://i.ytimg.com/vi/a3VWq9smqhM/hqdefault.jpg,42,3,0,0,1,0,0.3778717709305945,173.44314285714285,0
24 Jun 2021,The 7 Biggest Data Science  Beginner Mistakes,hOUrxTeBJQc,601,https://i.ytimg.com/vi/hOUrxTeBJQc/hqdefault.jpg,131,8,0,1,5,0,0.5070609543889955,304.74363358778623,0
24 Jun 2021,Data Science Fundamentals: SQL Queries,WKXtTo7lqmA,2066,https://i.ytimg.com/vi/WKXtTo7lqmA/hqdefault.jpg,5,2,0,1,0,0,0.06891539206195547,142.3792,0
24 Jun 2021,When Data Science Goes Wrong,9ZwVqXUHf6o,356,https://i.ytimg.com/vi/9ZwVqXUHf6o/hqdefault.jpg,4,0,0,0,0,0,0.17436797752808988,62.075,0
24 Jun 2021,How to Scrape NBA Data Using the nba_api Python Module,NCyPY-jfb3I,989,https://i.ytimg.com/vi/NCyPY-jfb3I/hqdefault.jpg,8,0,0,0,0,0,0.37328753791708796,369.181375,0
24 Jun 2021,Data Science Fundamentals: Linear Regression,EAezvs0eL1s,2317,https://i.ytimg.com/vi/EAezvs0eL1s/hqdefault.jpg,5,0,0,0,0,0,0.1273831678895123,295.1468,0
24 Jun 2021,Demystifying Data Science Roles,FBgs-BSTIJE,375,https://i.ytimg.com/vi/FBgs-BSTIJE/hqdefault.jpg,2,0,0,0,0,0,0.64342,241.2825,0
24 Jun 2021,What It's Like to be a Socially Distanced Data Scientist (A Day in the Life),lUUqrRgerd8,884,https://i.ytimg.com/vi/lUUqrRgerd8/hqdefault.jpg,9,0,0,0,0,0,0.2040042735042735,180.33977777777778,0
24 Jun 2021,How to Go From Data Analyst to Data Scientist,EMq4PH7PCeA,403,https://i.ytimg.com/vi/EMq4PH7PCeA/hqdefault.jpg,80,2,0,0,1,0,0.4282772022332506,172.5957125,0
24 Jun 2021,Why Right NOW is a Great Time to Learn Data Science,oMdVg6GPODA,192,https://i.ytimg.com/vi/oMdVg6GPODA/hqdefault.jpg,3,0,0,0,0,0,0.4425868055555556,84.97666666666667,0
24 Jun 2021,Advice from a Data Analytics CEO (@How to Get an Analytics Job) - KNN EP. 17,N97MhZEp2UQ,3042,https://i.ytimg.com/vi/N97MhZEp2UQ/hqdefault.jpg,15,0,0,0,0,0,0.2491817006355468,758.0107333333333,0
24 Jun 2021,Why I Quit Data Science,SVtRsDhHlDk,334,https://i.ytimg.com/vi/SVtRsDhHlDk/hqdefault.jpg,192,2,0,0,1,0,0.43175085765968063,144.20478645833333,0
24 Jun 2021,"Data Science, Machine Learning, and AI: What's the Difference?",q8cEt8gj3zY,266,https://i.ytimg.com/vi/q8cEt8gj3zY/hqdefault.jpg,9,0,0,0,0,0,0.7448208020050125,198.12233333333336,0
24 Jun 2021,Reviewing Your Data Science Projects - Episode 18 (Job-Worthy GitHub),oHUD2T_VXfI,716,https://i.ytimg.com/vi/oHUD2T_VXfI/hqdefault.jpg,17,0,0,0,0,0,0.13028623069339468,93.2849411764706,0
24 Jun 2021,Math Needed for Mastering Data Science,zSwM5uVeylU,291,https://i.ytimg.com/vi/zSwM5uVeylU/hqdefault.jpg,54,6,0,1,0,0,0.39686693394425354,115.48827777777778,0
24 Jun 2021,How To Build A Word Cloud From Scraped Data (Python),k-gin1qfzi0,1321,https://i.ytimg.com/vi/k-gin1qfzi0/hqdefault.jpg,4,1,0,0,0,0,0.026383989401968205,34.85325,0
24 Jun 2021,Why Data-Viz is so Darn Important (@Story by Data | Kate Strachnyi) - KNN EP. 16,UKuK2fXu_dU,2351,https://i.ytimg.com/vi/UKuK2fXu_dU/hqdefault.jpg,2,0,0,0,0,0,0.02038281582305402,47.92,0
24 Jun 2021,Data Science Project from Scratch -  Part 6 (Putting the Model into Production),nUOh_lDMHOU,2207,https://i.ytimg.com/vi/nUOh_lDMHOU/hqdefault.jpg,28,0,0,0,0,0,0.15573161693313484,343.6996785714286,0
24 Jun 2021,How to Get a Data Science Job at FAANG (@Data Science Jay) - KNN EP. 03,zGlJ-QndG8E,828,https://i.ytimg.com/vi/zGlJ-QndG8E/hqdefault.jpg,4,0,0,0,0,0,0.49836020531400965,412.64225,0
24 Jun 2021,Reviewing Your Data Science Projects - Episode 13 (BONUS LinkedIn Review),rdo8YBasqqA,730,https://i.ytimg.com/vi/rdo8YBasqqA/hqdefault.jpg,1,0,0,0,0,0,0.11901506849315069,86.881,0
24 Jun 2021,The Problem with Data Science,qP0hRF-lGqg,270,https://i.ytimg.com/vi/qP0hRF-lGqg/hqdefault.jpg,4,0,0,0,0,0,0.3242509259259259,87.54775,0
24 Jun 2021,Questions You Should Ask Your Data Science Interviewers,9-2OKLZfvbE,660,https://i.ytimg.com/vi/9-2OKLZfvbE/hqdefault.jpg,4,0,0,0,0,0,0.8543871212121212,563.8955,0
