Video Title,External Video ID,Video Length,Thumbnail link,Country Code,Is Subscribed,Views,Video Likes Added,Video Dislikes Added,Video Likes Removed,User Subscriptions Added,User Subscriptions Removed,Average View Percentage,Average Watch Time,User Comments Added
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,HK,true,23,1,0,0,2,0,0.6718703021370671,39.64034782608695,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ME,true,3,0,0,0,0,0,0.49887005649717514,29.433333333333334,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,RW,true,2,0,0,0,0,0,0.6817796610169492,40.225,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,US,true,979,81,6,8,16,4,0.6948540537733072,40.99638917262512,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,DE,false,75,3,0,1,0,0,0.661514802259887,39.02937333333333,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ZZ,true,4,0,0,0,0,0,0.7845169491525423,46.2865,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,AR,true,30,3,0,0,0,0,0.6714508474576271,39.6156,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BB,false,1,0,0,0,0,0,0.5084745762711864,30,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,KZ,true,6,0,0,0,0,0,0.6493220338983051,38.31,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,NP,false,12,0,0,0,0,0,0.389364406779661,22.9725,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,AL,true,2,0,0,0,0,0,0.5152542372881356,30.4,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,UA,true,22,3,0,1,0,1,0.5612526964560863,33.11390909090909,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,US,false,881,20,10,1,0,0,0.6143608572692818,36.24729057888763,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,HU,false,3,0,0,0,0,0,0.7065593220338983,41.687000000000005,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,MM,true,5,0,0,0,0,0,0.9610033898305085,56.6992,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SE,false,14,0,0,0,0,0,0.8186670702179176,48.30135714285715,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,KZ,false,3,0,0,0,0,0,0.6928305084745763,40.877,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,EC,true,8,2,0,0,1,0,0.7514830508474576,44.3375,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,MA,true,30,5,0,0,1,0,0.7096785310734464,41.87103333333334,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,GB,true,176,9,1,0,0,0,0.6849957627118644,40.41475,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,UA,false,1,0,0,0,0,0,1.0084745762711864,59.5,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SD,false,2,0,0,0,0,0,0.09322033898305085,5.5,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,MN,false,1,0,0,0,0,0,1,59,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BR,true,62,9,1,0,1,0,0.6991875341716786,41.25206451612903,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,KH,true,4,0,0,0,0,0,0.57,33.63,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CH,true,18,0,0,0,0,0,0.6674538606403013,39.379777777777775,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,RO,true,12,1,0,0,0,0,0.5614081920903955,33.123083333333334,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BH,false,3,0,0,0,0,0,0.4248587570621469,25.066666666666666,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ES,true,64,2,0,0,0,0,0.587239406779661,34.647125,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,RU,false,11,2,0,0,0,0,0.5227257318952234,30.840818181818182,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CZ,true,11,0,0,0,0,0,0.8434468412942989,49.76336363636364,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CL,true,14,2,0,0,1,0,0.5828353510895884,34.38728571428572,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,KH,false,4,0,0,0,0,0,0.5893389830508474,34.771,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CR,false,2,0,0,0,0,0,0.6237288135593221,36.8,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,IL,false,14,0,0,0,0,0,0.6076162227602906,35.849357142857144,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BA,true,2,0,0,0,0,0,0.7279661016949153,42.95,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,GE,true,3,0,0,0,0,0,0.6308079096045198,37.217666666666666,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SI,true,3,0,0,0,0,0,0.30112994350282485,17.766666666666666,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,AT,true,17,1,0,0,1,0,0.7274486540378864,42.91947058823529,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,PH,false,30,0,0,0,0,0,0.6976141242937853,41.15923333333333,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,KE,false,16,0,0,0,0,0,0.6537722457627119,38.5725625,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,MN,true,1,0,0,0,0,0,1.083050847457627,63.9,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,UG,true,1,0,0,0,0,0,0.2652542372881356,15.65,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,PT,false,7,0,0,0,0,0,0.5611283292978209,33.10657142857143,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,KR,true,34,1,0,0,0,0,0.7143195413758724,42.14485294117647,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SI,false,2,0,0,0,0,0,1.0161016949152541,59.95,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,GH,false,3,0,0,0,0,0,0.6802259887005649,40.13333333333333,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SN,false,2,0,0,0,0,0,1,59,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,HR,true,8,0,0,0,0,0,0.7409978813559323,43.718875,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,QA,true,6,0,0,0,0,0,0.6559039548022599,38.69833333333333,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,JM,false,2,0,0,0,0,0,0.8822033898305085,52.05,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,FI,false,1,0,0,0,0,0,1,59,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,LK,false,8,1,0,0,0,0,0.6998283898305084,41.289875,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,EG,false,16,0,0,0,0,0,0.5771578389830508,34.0523125,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,HK,false,6,0,0,0,0,0,1.041446327683616,61.44533333333334,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,PE,false,5,0,0,0,0,0,0.7418983050847457,43.772000000000006,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,KY,true,1,0,0,0,0,0,0.5101694915254237,30.1,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,AE,false,12,0,0,0,0,0,0.8202005649717514,48.39183333333333,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,AU,true,95,6,0,0,0,0,0.6638365744870651,39.16635789473684,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BE,true,13,0,0,0,0,0,0.7137913950456324,42.113692307692304,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,AR,false,11,1,0,0,0,0,0.5736656394453005,33.846272727272726,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,MY,true,47,4,0,0,0,0,0.8595567976920303,50.713851063829786,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,KW,true,1,0,0,0,0,0,0.1405084745762712,8.29,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,NO,false,6,0,0,0,0,0,0.3346327683615819,19.743333333333332,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ZM,true,1,0,0,0,0,0,0.764406779661017,45.1,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ZW,true,3,0,0,0,0,0,0.9695480225988701,57.20333333333334,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,OM,true,2,0,0,0,0,0,0.9608474576271187,56.69,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,TT,true,1,0,0,0,0,0,1,59,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,UY,false,3,0,0,0,0,0,0.34945197740112993,20.61766666666667,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,LA,true,1,0,0,0,0,0,0.9996610169491525,58.98,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SA,false,18,0,0,0,0,0,0.7637476459510358,45.06111111111111,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CO,false,9,0,0,0,0,0,0.6329416195856874,37.343555555555554,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,TR,true,57,5,1,1,0,1,0.5771965506987808,34.05459649122807,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,PK,true,55,3,0,0,3,0,0.5783485362095532,34.12256363636364,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,LU,true,1,0,0,0,0,0,0.42033898305084744,24.8,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,UG,false,1,0,0,0,0,0,0.9152542372881356,54,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ZA,false,20,1,0,1,0,0,0.7082466101694915,41.78655,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,NG,true,55,7,0,0,0,0,0.6919171032357473,40.82310909090909,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,NP,true,19,1,0,0,1,0,0.7973969669937556,47.04642105263158,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,IT,true,43,1,0,0,0,0,0.5907839968466693,34.85625581395349,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,MA,false,16,2,0,1,0,0,0.5992743644067796,35.3571875,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,FR,true,75,3,2,0,0,0,0.6324221468926554,37.31290666666666,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,NZ,true,16,1,0,0,0,0,0.7083972457627119,41.7954375,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CA,false,64,1,0,0,0,0,0.717973252118644,42.360421875,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,DZ,false,8,0,0,0,0,0,0.5845338983050847,34.4875,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BW,false,1,0,0,0,0,0,1,59,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BO,true,6,0,0,0,0,0,0.694042372881356,40.9485,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BD,true,25,2,0,0,0,0,0.7313138983050848,43.14752000000001,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ZW,false,1,0,0,0,0,0,0.029898305084745763,1.764,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ID,true,124,4,0,0,0,0,0.5796033351558229,34.196596774193544,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CA,true,152,8,0,1,1,0,0.6569190454950936,38.75822368421053,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,NZ,false,5,0,0,0,0,0,1.0837322033898305,63.940200000000004,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,TN,false,4,0,0,0,0,0,0.5977161016949153,35.26525,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,LA,false,1,0,0,0,0,0,0.0847457627118644,5,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,GM,true,1,0,0,0,0,0,0.5949152542372881,35.1,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,JP,false,7,0,1,0,0,0,0.8281380145278451,48.86014285714286,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,TW,false,6,0,0,0,0,0,0.6267062146892656,36.97566666666667,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SV,false,1,0,0,0,0,0,0.01694915254237288,1,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,LU,false,2,0,0,0,0,0,0.8728813559322034,51.5,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,TL,true,1,0,0,0,0,0,0.05084745762711865,3,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,MU,true,1,0,0,0,0,0,0.6194915254237288,36.55,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,IR,false,1,0,0,0,0,0,0.9966101694915255,58.8,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,VE,true,7,0,0,0,0,0,0.5909927360774818,34.86857142857143,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,NA,true,1,0,0,0,0,0,0.07186440677966102,4.24,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BA,false,3,0,0,0,0,0,0.4410225988700565,26.020333333333337,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,LT,false,3,0,0,0,0,0,0.4749943502824859,28.024666666666665,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ZA,true,26,1,0,0,0,0,0.8162979139504564,48.16157692307692,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,AZ,true,10,2,0,0,0,0,0.6278203389830509,37.041399999999996,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CN,true,1,0,0,0,0,0,0.05406779661016949,3.19,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,ME,false,1,0,0,0,0,0,0.015254237288135594,0.9,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,DJ,false,1,0,0,0,0,0,1,59,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SN,true,1,0,0,0,0,0,0.10508474576271186,6.2,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,PY,false,2,0,0,0,0,0,0.7540677966101695,44.49,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,CL,false,5,0,0,0,0,0,0.655935593220339,38.7002,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,SY,false,1,0,0,0,0,0,0.08305084745762711,4.9,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,AT,false,5,1,0,0,0,0,0.9180305084745762,54.1638,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BE,false,4,0,0,0,0,0,0.6464872881355932,38.14275,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,DE,true,148,11,0,0,1,2,0.6685743243243243,39.445885135135136,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,UZ,true,6,1,0,0,0,0,0.37740112994350283,22.266666666666666,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,IN,false,1294,32,5,3,0,0,0.5137526785948183,30.31140803709428,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,IL,true,15,3,0,0,0,0,0.6580372881355933,38.824200000000005,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,BG,false,8,1,0,0,0,0,0.4494491525423729,26.5175,0
🌶 Hot Topics in Tech: Data Science Explained #SHORTS,OtqQYqRNDGI,59,https://i.ytimg.com/vi/OtqQYqRNDGI/hqdefault.jpg,TN,true,11,0,0,0,0,0,0.8072973805855161,47.630545454545455,0
